State		Name		Frequency 		CumlFreq		Rank		City
US-TX		SMOTHERMAN		0.001		74.925		14476		Houston
US-TX		SLUSSER		0.001		74.926		14477		Austin
US-TX		SINHA		0.001		74.927		14478		Austin
US-TX		SILBER		0.001		74.927		14479		Dallas
US-TX		SIEFERT		0.001		74.928		14480		Houston
US-TX		SIDDIQUI		0.001		74.929		14481		Austin
US-TX		SHUFF		0.001		74.929		14482		Dallas
US-TX		SHERBURNE		0.001		74.93		14483		Houston
US-TX		SELDON		0.001		74.931		14484		Houston
US-TX		SEDDON		0.001		74.932		14485		Dallas
US-TX		SCHWEIGERT		0.001		74.932		14486		Dallas
US-TX		SCHROETER		0.001		74.933		14487		Dallas
US-TX		SCHMUCKER		0.001		74.934		14488		Austin
US-TX		SAFFOLD		0.001		74.934		14489		Austin
US-TX		RUTZ		0.001		74.935		14490		Houston
US-TX		RUNDLE		0.001		74.936		14491		Houston
US-TX		ROSINSKI		0.001		74.936		14492		Dallas
US-TX		ROSENOW		0.001		74.937		14493		Houston
US-TX		ROGALSKI		0.001		74.938		14494		Houston
US-TX		RIDOUT		0.001		74.938		14495		Houston
US-TX		RHYMER		0.001		74.939		14496		Houston
US-TX		REPLOGLE		0.001		74.94		14497		Dallas
US-TX		REGINA		0.001		74.94		14498		Houston
US-TX		REDA		0.001		74.941		14499		Dallas
US-TX		RAYGOZA		0.001		74.942		14500		Houston
US-TX		RATNER		0.001		74.942		14501		Dallas
US-TX		RASCOE		0.001		74.943		14502		Austin
US-TX		RAHM		0.001		74.944		14503		Houston
US-TX		QUINCY		0.001		74.945		14504		Austin
US-TX		QUAST		0.001		74.945		14505		Houston
US-TX		PRY		0.001		74.946		14506		Dallas
US-TX		PRESSNELL		0.001		74.947		14507		Dallas
US-TX		PREDMORE		0.001		74.947		14508		Austin
US-TX		POU		0.001		74.948		14509		Houston
US-TX		PORTO		0.001		74.949		14510		Houston
US-TX		PLEASANTS		0.001		74.949		14511		Austin
US-TX		PIGFORD		0.001		74.95		14512		Dallas
US-TX		PAVONE		0.001		74.951		14513		Dallas
US-TX		PATNAUDE		0.001		74.951		14514		Austin
US-TX		PARRAMORE		0.001		74.952		14515		Dallas
US-TX		PAPADOPOULOS		0.001		74.953		14516		Houston
US-TX		PALMATIER		0.001		74.953		14517		Houston
US-TX		OUZTS		0.001		74.954		14518		Houston
US-TX		OSHIELDS		0.001		74.955		14519		Austin
US-TX		ORTIS		0.001		74.955		14520		Houston
US-TX		OLMEDA		0.001		74.956		14521		Austin
US-TX		OLDEN		0.001		74.957		14522		Houston
US-TX		OKAMOTO		0.001		74.958		14523		Austin
US-TX		NORBY		0.001		74.958		14524		Austin
US-TX		NITZ		0.001		74.959		14525		Dallas
US-TX		NIEBUHR		0.001		74.96		14526		Houston
US-TX		NEVIUS		0.001		74.96		14527		Houston
US-TX		NEIMAN		0.001		74.961		14528		Houston
US-TX		NEIDIG		0.001		74.962		14529		Austin
US-TX		NEECE		0.001		74.962		14530		Austin
US-TX		MURAWSKI		0.001		74.963		14531		Austin
US-TX		MROZ		0.001		74.964		14532		Houston
US-TX		MOYLAN		0.001		74.964		14533		Dallas
US-TX		MOULTRY		0.001		74.965		14534		Houston
US-TX		MOSTELLER		0.001		74.966		14535		Austin
US-TX		MORING		0.001		74.966		14536		Austin
US-TX		MORGANTI		0.001		74.967		14537		Dallas
US-TX		MOOK		0.001		74.968		14538		Dallas
US-TX		MOFFET		0.001		74.968		14539		Dallas
US-TX		METTLER		0.001		74.969		14540		Austin
US-TX		MERLO		0.001		74.97		14541		Austin
US-TX		MENGEL		0.001		74.971		14542		Austin
US-TX		MENDELSOHN		0.001		74.971		14543		Houston
US-TX		MELI		0.001		74.972		14544		Austin
US-TX		MELCHIOR		0.001		74.973		14545		Houston
US-TX		MCMEANS		0.001		74.973		14546		Houston
US-TX		MCFADDIN		0.001		74.974		14547		Dallas
US-TX		MCCULLERS		0.001		74.975		14548		Houston
US-TX		MCCOLLISTER		0.001		74.975		14549		Austin
US-TX		MCCLOY		0.001		74.976		14550		Houston
US-TX		MCCLAINE		0.001		74.977		14551		Dallas
US-TX		MAURY		0.001		74.977		14552		Austin
US-TX		MASER		0.001		74.978		14553		Dallas
US-TX		MARTELLI		0.001		74.979		14554		Austin
US-TX		MANTHEY		0.001		74.979		14555		Houston
US-TX		MALKIN		0.001		74.98		14556		Austin
US-TX		MAIO		0.001		74.981		14557		Austin
US-TX		MAGWOOD		0.001		74.981		14558		Dallas
US-TX		MAGINNIS		0.001		74.982		14559		Houston
US-TX		MABON		0.001		74.983		14560		Austin
US-TX		LUTON		0.001		74.983		14561		Austin
US-TX		LUSHER		0.001		74.984		14562		Austin
US-TX		LUCHT		0.001		74.985		14563		Austin
US-TX		LOBATO		0.001		74.986		14564		Dallas
US-TX		LEVIS		0.001		74.986		14565		Houston
US-TX		LETELLIER		0.001		74.987		14566		Houston
US-TX		LEGENDRE		0.001		74.988		14567		Dallas
US-TX		LAUREL		0.001		74.988		14568		Austin
US-TX		LATSON		0.001		74.989		14569		Dallas
US-TX		LARMON		0.001		74.99		14570		Austin
US-TX		LARGO		0.001		74.99		14571		Dallas
US-TX		LANDRENEAU		0.001		74.991		14572		Dallas
US-TX		LANDGRAF		0.001		74.992		14573		Dallas
US-TX		LAMBERSON		0.001		74.992		14574		Houston
US-TX		KURLAND		0.001		74.993		14575		Austin
US-TX		KRESGE		0.001		74.994		14576		Dallas
US-TX		KORMAN		0.001		74.994		14577		Houston
US-TX		KORANDO		0.001		74.995		14578		Dallas
US-TX		KLAPPER		0.001		74.996		14579		Dallas
US-TX		KITSON		0.001		74.996		14580		Houston
US-TX		KINYON		0.001		74.997		14581		Dallas
US-TX		KINCHELOE		0.001		74.998		14582		Austin
US-TX		KAWAMOTO		0.001		74.999		14583		Dallas
US-TX		KAWAKAMI		0.001		74.999		14584		Dallas
US-TX		JENNEY		0.001		75		14585		Austin
US-TX		JEANPIERRE		0.001		75.001		14586		Houston
US-TX		IVERS		0.001		75.001		14587		Austin
US-TX		ISSA		0.001		75.002		14588		Dallas
US-TX		INCE		0.001		75.003		14589		Dallas
US-TX		HUGH		0.001		75.003		14590		Houston
US-TX		HUG		0.001		75.004		14591		Austin
US-TX		HONDA		0.001		75.005		14592		Dallas
US-TX		HOLLIER		0.001		75.005		14593		Austin
US-TX		HOLLARS		0.001		75.006		14594		Austin
US-TX		HOERNER		0.001		75.007		14595		Houston
US-TX		HODGKINSON		0.001		75.007		14596		Houston
US-TX		HIOTT		0.001		75.008		14597		Dallas
US-TX		HIBBITTS		0.001		75.009		14598		Dallas
US-TX		HERLIHY		0.001		75.009		14599		Houston
US-TX		HENRICKS		0.001		75.01		14600		Houston
US-TX		HEAVNER		0.001		75.011		14601		Austin
US-TX		HAYHURST		0.001		75.012		14602		Houston
US-TX		HARVILL		0.001		75.012		14603		Houston
US-TX		HAREWOOD		0.001		75.013		14604		Austin
US-TX		HANSELMAN		0.001		75.014		14605		Dallas
US-TX		HANNING		0.001		75.014		14606		Dallas
US-TX		GWYN		0.001		75.015		14607		Dallas
US-TX		GUSTAVSON		0.001		75.016		14608		Austin
US-TX		GROUNDS		0.001		75.016		14609		Houston
US-TX		GRIZZARD		0.001		75.017		14610		Dallas
US-TX		GRINDER		0.001		75.018		14611		Houston
US-TX		GRAYBEAL		0.001		75.018		14612		Dallas
US-TX		GRAVLEY		0.001		75.019		14613		Dallas
US-TX		GORNEY		0.001		75.02		14614		Austin
US-TX		GOLL		0.001		75.02		14615		Houston
US-TX		GOEHRING		0.001		75.021		14616		Dallas
US-TX		GODINES		0.001		75.022		14617		Austin
US-TX		GOBEIL		0.001		75.022		14618		Austin
US-TX		GLICKMAN		0.001		75.023		14619		Austin
US-TX		GIULIANO		0.001		75.024		14620		Austin
US-TX		GIMBEL		0.001		75.025		14621		Austin
US-TX		GIFT		0.001		75.025		14622		Austin
US-TX		GEIB		0.001		75.026		14623		Austin
US-TX		GAYHART		0.001		75.027		14624		Dallas
US-TX		GATTI		0.001		75.027		14625		Dallas
US-TX		GAINS		0.001		75.028		14626		Austin
US-TX		GADBERRY		0.001		75.029		14627		Houston
US-TX		FREI		0.001		75.029		14628		Austin
US-TX		FRAISE		0.001		75.03		14629		Houston
US-TX		FOUCH		0.001		75.031		14630		Houston
US-TX		FORST		0.001		75.031		14631		Dallas
US-TX		FORSMAN		0.001		75.032		14632		Houston
US-TX		FOLDEN		0.001		75.033		14633		Dallas
US-TX		FOGLEMAN		0.001		75.033		14634		Houston
US-TX		FIGARO		0.001		75.034		14635		Austin
US-TX		FETTY		0.001		75.035		14636		Dallas
US-TX		FEELY		0.001		75.035		14637		Dallas
US-TX		FABRY		0.001		75.036		14638		Austin
US-TX		EURY		0.001		75.037		14639		Houston
US-TX		ESTILL		0.001		75.037		14640		Houston
US-TX		EPLING		0.001		75.038		14641		Houston
US-TX		ELAMIN		0.001		75.039		14642		Austin
US-TX		ECHAVARRIA		0.001		75.04		14643		Dallas
US-TX		DUTIL		0.001		75.04		14644		Houston
US-TX		DURYEA		0.001		75.041		14645		Dallas
US-TX		DUMAIS		0.001		75.042		14646		Austin
US-TX		DRAGO		0.001		75.042		14647		Houston
US-TX		DOWNARD		0.001		75.043		14648		Austin
US-TX		DOUTHIT		0.001		75.044		14649		Dallas
US-TX		DOOLIN		0.001		75.044		14650		Dallas
US-TX		DOBOS		0.001		75.045		14651		Dallas
US-TX		DISON		0.001		75.046		14652		Houston
US-TX		DINGES		0.001		75.046		14653		Dallas
US-TX		DIEBOLD		0.001		75.047		14654		Houston
US-TX		DESILETS		0.001		75.048		14655		Dallas
US-TX		DESHAZO		0.001		75.048		14656		Austin
US-TX		DEPAZ		0.001		75.049		14657		Dallas
US-TX		DEGENNARO		0.001		75.05		14658		Houston
US-TX		DALL		0.001		75.05		14659		Austin
US-TX		CYPHERS		0.001		75.051		14660		Houston
US-TX		CRYER		0.001		75.052		14661		Houston
US-TX		CROCE		0.001		75.053		14662		Austin
US-TX		CRISMAN		0.001		75.053		14663		Dallas
US-TX		CREDLE		0.001		75.054		14664		Austin
US-TX		CORIELL		0.001		75.055		14665		Dallas
US-TX		COPP		0.001		75.055		14666		Dallas
US-TX		COOP		0.001		75.056		14667		Dallas
US-TX		COMPOS		0.001		75.057		14668		Austin
US-TX		COLMENERO		0.001		75.057		14669		Houston
US-TX		COGAR		0.001		75.058		14670		Dallas
US-TX		CLIFF		0.001		75.059		14671		Dallas
US-TX		CHAPEL		0.001		75.059		14672		Houston
US-TX		CARNEVALE		0.001		75.06		14673		Houston
US-TX		CAMPANELLA		0.001		75.061		14674		Houston
US-TX		CALEY		0.001		75.061		14675		Houston
US-TX		CALDERONE		0.001		75.062		14676		Houston
US-TX		BURTCH		0.001		75.063		14677		Dallas
US-TX		BROUWER		0.001		75.063		14678		Austin
US-TX		BREHMER		0.001		75.064		14679		Houston
US-TX		BRASSELL		0.001		75.065		14680		Austin
US-TX		BRAFFORD		0.001		75.066		14681		Houston
US-TX		BOURQUIN		0.001		75.066		14682		Dallas
US-TX		BOURN		0.001		75.067		14683		Austin
US-TX		BOHNERT		0.001		75.068		14684		Dallas
US-TX		BLEWETT		0.001		75.068		14685		Austin
US-TX		BLASS		0.001		75.069		14686		Austin
US-TX		BLAKES		0.001		75.07		14687		Dallas
US-TX		BHAKTA		0.001		75.07		14688		Austin
US-TX		BESSER		0.001		75.071		14689		Dallas
US-TX		BERGE		0.001		75.072		14690		Austin
US-TX		BELLIS		0.001		75.072		14691		Houston
US-TX		BALFOUR		0.001		75.073		14692		Dallas
US-TX		AVERA		0.001		75.074		14693		Houston
US-TX		AUSTRIA		0.001		75.074		14694		Dallas
US-TX		APPLIN		0.001		75.075		14695		Houston
US-TX		AMMON		0.001		75.076		14696		Austin
US-TX		ALSOP		0.001		75.076		14697		Dallas
US-TX		ALESHIRE		0.001		75.077		14698		Houston
US-TX		AKBAR		0.001		75.078		14699		Dallas
US-TX		ZOLLER		0.001		75.078		14700		Austin
US-TX		ZAPIEN		0.001		75.079		14701		Dallas
US-TX		WYMORE		0.001		75.08		14702		Houston
US-TX		WYBLE		0.001		75.081		14703		Austin
US-TX		WOLKEN		0.001		75.081		14704		Austin
US-TX		WIX		0.001		75.082		14705		Dallas
US-TX		WICKSTROM		0.001		75.083		14706		Austin
US-TX		WHOBREY		0.001		75.083		14707		Houston
US-TX		WHIGHAM		0.001		75.084		14708		Dallas
US-TX		WESTERLUND		0.001		75.085		14709		Houston
US-TX		WELSCH		0.001		75.085		14710		Dallas
US-TX		WEISSER		0.001		75.086		14711		Houston
US-TX		WEISNER		0.001		75.087		14712		Houston
US-TX		WEINSTOCK		0.001		75.087		14713		Austin
US-TX		WEHNER		0.001		75.088		14714		Houston
US-TX		WATLINGTON		0.001		75.089		14715		Austin
US-TX		WAKELAND		0.001		75.089		14716		Dallas
US-TX		WAFER		0.001		75.09		14717		Houston
US-TX		VIRGEN		0.001		75.091		14718		Austin
US-TX		VICTORINO		0.001		75.091		14719		Austin
US-TX		VELTRI		0.001		75.092		14720		Austin
US-TX		VEITH		0.001		75.093		14721		Dallas
US-TX		URICH		0.001		75.093		14722		Houston
US-TX		URESTI		0.001		75.094		14723		Houston
US-TX		UMBERGER		0.001		75.095		14724		Dallas
US-TX		TWEDT		0.001		75.095		14725		Dallas
US-TX		TUOHY		0.001		75.096		14726		Dallas
US-TX		TSCHIDA		0.001		75.097		14727		Austin
US-TX		TRUMBLE		0.001		75.097		14728		Austin
US-TX		TROIA		0.001		75.098		14729		Austin
US-TX		TRISTAN		0.001		75.099		14730		Dallas
US-TX		TRIMMER		0.001		75.099		14731		Austin
US-TX		TOPPS		0.001		75.1		14732		Dallas
US-TX		TONN		0.001		75.101		14733		Houston
US-TX		TIERNAN		0.001		75.101		14734		Houston
US-TX		THREET		0.001		75.102		14735		Houston
US-TX		THRALL		0.001		75.103		14736		Dallas
US-TX		THETFORD		0.001		75.103		14737		Austin
US-TX		TENEYCK		0.001		75.104		14738		Houston
US-TX		TARTAGLIA		0.001		75.105		14739		Austin
US-TX		SWORDS		0.001		75.105		14740		Dallas
US-TX		STROHL		0.001		75.106		14741		Dallas
US-TX		STREATER		0.001		75.107		14742		Austin
US-TX		STRAUSBAUGH		0.001		75.107		14743		Dallas
US-TX		STRADLEY		0.001		75.108		14744		Houston
US-TX		STONECIPHER		0.001		75.109		14745		Austin
US-TX		STEADHAM		0.001		75.109		14746		Dallas
US-TX		STANSEL		0.001		75.11		14747		Austin
US-TX		STALCUP		0.001		75.111		14748		Houston
US-TX		STABILE		0.001		75.111		14749		Houston
US-TX		SPRENGER		0.001		75.112		14750		Dallas
US-TX		SPRADLEY		0.001		75.113		14751		Dallas
US-TX		SPEIER		0.001		75.113		14752		Houston
US-TX		SOUTHWOOD		0.001		75.114		14753		Dallas
US-TX		SORRELS		0.001		75.115		14754		Houston
US-TX		SLEZAK		0.001		75.115		14755		Houston
US-TX		SKOW		0.001		75.116		14756		Austin
US-TX		SIRMANS		0.001		75.117		14757		Houston
US-TX		SIMENTAL		0.001		75.117		14758		Austin
US-TX		SILK		0.001		75.118		14759		Austin
US-TX		SIFFORD		0.001		75.119		14760		Dallas
US-TX		SIEVERT		0.001		75.119		14761		Dallas
US-TX		SHOVER		0.001		75.12		14762		Houston
US-TX		SHELEY		0.001		75.121		14763		Austin
US-TX		SELZER		0.001		75.121		14764		Houston
US-TX		SCRIVEN		0.001		75.122		14765		Austin
US-TX		SCHWINDT		0.001		75.123		14766		Austin
US-TX		SCHWAN		0.001		75.123		14767		Houston
US-TX		SCHROTH		0.001		75.124		14768		Austin
US-TX		SAYLORS		0.001		75.125		14769		Dallas
US-TX		SARAGOSA		0.001		75.125		14770		Dallas
US-TX		SANT		0.001		75.126		14771		Dallas
US-TX		SALAAM		0.001		75.127		14772		Austin
US-TX		SAEPHAN		0.001		75.127		14773		Dallas
US-TX		ROUTT		0.001		75.128		14774		Dallas
US-TX		ROUSEY		0.001		75.129		14775		Austin
US-TX		ROS		0.001		75.129		14776		Austin
US-TX		ROLFES		0.001		75.13		14777		Dallas
US-TX		RIEKE		0.001		75.131		14778		Houston
US-TX		RIEDER		0.001		75.131		14779		Houston
US-TX		RICHESON		0.001		75.132		14780		Houston
US-TX		REDINGER		0.001		75.133		14781		Austin
US-TX		RASNICK		0.001		75.133		14782		Austin
US-TX		RAPOZA		0.001		75.134		14783		Austin
US-TX		RAMBERT		0.001		75.135		14784		Houston
US-TX		RAFAEL		0.001		75.135		14785		Austin
US-TX		QUIST		0.001		75.136		14786		Dallas
US-TX		PYRON		0.001		75.137		14787		Dallas
US-TX		PUNCH		0.001		75.137		14788		Dallas
US-TX		PULLMAN		0.001		75.138		14789		Austin
US-TX		PRZYBYLSKI		0.001		75.139		14790		Dallas
US-TX		PRIDMORE		0.001		75.139		14791		Dallas
US-TX		POOLEY		0.001		75.14		14792		Austin
US-TX		PINES		0.001		75.141		14793		Austin
US-TX		PERKINSON		0.001		75.141		14794		Austin
US-TX		PERINE		0.001		75.142		14795		Austin
US-TX		PERHAM		0.001		75.143		14796		Houston
US-TX		PECOR		0.001		75.143		14797		Dallas
US-TX		PEAVLER		0.001		75.144		14798		Austin
US-TX		PARTINGTON		0.001		75.145		14799		Austin
US-TX		PANTON		0.001		75.145		14800		Austin
US-TX		OLIVERIO		0.001		75.146		14801		Austin
US-TX		OLAGUE		0.001		75.147		14802		Houston
US-TX		OHMAN		0.001		75.147		14803		Houston
US-TX		OHEARN		0.001		75.148		14804		Austin
US-TX		NOYOLA		0.001		75.149		14805		Houston
US-TX		NICOLAI		0.001		75.149		14806		Houston
US-TX		NEBEL		0.001		75.15		14807		Dallas
US-TX		MURTHA		0.001		75.151		14808		Dallas
US-TX		MUFF		0.001		75.151		14809		Dallas
US-TX		MOWREY		0.001		75.152		14810		Dallas
US-TX		MORONEY		0.001		75.153		14811		Dallas
US-TX		MORGENSTERN		0.001		75.153		14812		Houston
US-TX		MORANT		0.001		75.154		14813		Houston
US-TX		MONTY		0.001		75.155		14814		Dallas
US-TX		MONSOUR		0.001		75.155		14815		Austin
US-TX		MOHAMMAD		0.001		75.156		14816		Austin
US-TX		MOFFIT		0.001		75.157		14817		Dallas
US-TX		MIJARES		0.001		75.157		14818		Houston
US-TX		MERIWETHER		0.001		75.158		14819		Dallas
US-TX		MENDIETA		0.001		75.159		14820		Houston
US-TX		MELENDREZ		0.001		75.159		14821		Dallas
US-TX		MEJORADO		0.001		75.16		14822		Houston
US-TX		MCKITTRICK		0.001		75.161		14823		Austin
US-TX		MCKEY		0.001		75.161		14824		Dallas
US-TX		MCKENNY		0.001		75.162		14825		Austin
US-TX		MCKELVY		0.001		75.163		14826		Houston
US-TX		MCKECHNIE		0.001		75.163		14827		Houston
US-TX		MCELVAIN		0.001		75.164		14828		Houston
US-TX		MCCOIN		0.001		75.165		14829		Dallas
US-TX		MAZZARELLA		0.001		75.165		14830		Dallas
US-TX		MAZON		0.001		75.166		14831		Dallas
US-TX		MAURIN		0.001		75.167		14832		Austin
US-TX		MATTHIES		0.001		75.167		14833		Houston
US-TX		MASTON		0.001		75.168		14834		Austin
US-TX		MASKE		0.001		75.169		14835		Austin
US-TX		MARZANO		0.001		75.169		14836		Houston
US-TX		MARMON		0.001		75.17		14837		Houston
US-TX		MARBURGER		0.001		75.171		14838		Dallas
US-TX		MANGUS		0.001		75.171		14839		Dallas
US-TX		MANGINO		0.001		75.172		14840		Austin
US-TX		MALLET		0.001		75.173		14841		Houston
US-TX		LUO		0.001		75.173		14842		Austin
US-TX		LOSADA		0.001		75.174		14843		Dallas
US-TX		LONDONO		0.001		75.175		14844		Houston
US-TX		LOBDELL		0.001		75.175		14845		Austin
US-TX		LIPSON		0.001		75.176		14846		Austin
US-TX		LESNIAK		0.001		75.177		14847		Houston
US-TX		LEIGHTY		0.001		75.177		14848		Austin
US-TX		LEI		0.001		75.178		14849		Dallas
US-TX		LEAGUE		0.001		75.179		14850		Houston
US-TX		LAVALLIE		0.001		75.179		14851		Dallas
US-TX		LAREAU		0.001		75.18		14852		Dallas
US-TX		LAPERLE		0.001		75.181		14853		Houston
US-TX		LAPE		0.001		75.181		14854		Austin
US-TX		LAFORCE		0.001		75.182		14855		Austin
US-TX		LAFFEY		0.001		75.183		14856		Dallas
US-TX		KUEHNER		0.001		75.183		14857		Dallas
US-TX		KRAVITZ		0.001		75.184		14858		Dallas
US-TX		KOWALSKY		0.001		75.185		14859		Houston
US-TX		KOHR		0.001		75.185		14860		Dallas
US-TX		KINSMAN		0.001		75.186		14861		Dallas
US-TX		KEPPLER		0.001		75.187		14862		Houston
US-TX		KENNEMER		0.001		75.187		14863		Dallas
US-TX		KEIPER		0.001		75.188		14864		Dallas
US-TX		KEELY		0.001		75.189		14865		Austin
US-TX		KALER		0.001		75.189		14866		Austin
US-TX		JUN		0.001		75.19		14867		Austin
US-TX		JELINEK		0.001		75.191		14868		Dallas
US-TX		JARNAGIN		0.001		75.191		14869		Austin
US-TX		ISSAC		0.001		75.192		14870		Austin
US-TX		ISAKSON		0.001		75.193		14871		Houston
US-TX		HYPES		0.001		75.193		14872		Dallas
US-TX		HUTZLER		0.001		75.194		14873		Houston
US-TX		HULS		0.001		75.195		14874		Austin
US-TX		HORAK		0.001		75.195		14875		Austin
US-TX		HITZ		0.001		75.196		14876		Dallas
US-TX		HICE		0.001		75.197		14877		Houston
US-TX		HERRELL		0.001		75.197		14878		Houston
US-TX		HENSLEE		0.001		75.198		14879		Houston
US-TX		HEITZ		0.001		75.199		14880		Austin
US-TX		HEISS		0.001		75.199		14881		Austin
US-TX		HEIMAN		0.001		75.2		14882		Dallas
US-TX		HASTING		0.001		75.201		14883		Austin
US-TX		HARTWICK		0.001		75.201		14884		Austin
US-TX		HARMER		0.001		75.202		14885		Houston
US-TX		HARLAND		0.001		75.203		14886		Dallas
US-TX		HAMMONTREE		0.001		75.203		14887		Houston
US-TX		HALDEMAN		0.001		75.204		14888		Dallas
US-TX		HAKES		0.001		75.205		14889		Austin
US-TX		GUSE		0.001		75.205		14890		Houston
US-TX		GUILLOTTE		0.001		75.206		14891		Houston
US-TX		GUARD		0.001		75.207		14892		Houston
US-TX		GROLEAU		0.001		75.207		14893		Dallas
US-TX		GREVE		0.001		75.208		14894		Dallas
US-TX		GREENOUGH		0.001		75.209		14895		Dallas
US-TX		GOLUB		0.001		75.209		14896		Houston
US-TX		GOLSON		0.001		75.21		14897		Dallas
US-TX		GOLDSCHMIDT		0.001		75.211		14898		Austin
US-TX		GOLDER		0.001		75.211		14899		Austin
US-TX		GODBOLT		0.001		75.212		14900		Houston
US-TX		GILMARTIN		0.001		75.213		14901		Houston
US-TX		GIES		0.001		75.213		14902		Dallas
US-TX		GIBBY		0.001		75.214		14903		Houston
US-TX		GEREN		0.001		75.215		14904		Dallas
US-TX		GENTHNER		0.001		75.215		14905		Houston
US-TX		GENDREAU		0.001		75.216		14906		Dallas
US-TX		GEMMILL		0.001		75.217		14907		Houston
US-TX		GAYMON		0.001		75.217		14908		Houston
US-TX		GALYEAN		0.001		75.218		14909		Dallas
US-TX		GALEANO		0.001		75.219		14910		Dallas
US-TX		FRIAR		0.001		75.219		14911		Dallas
US-TX		FOLKERTS		0.001		75.22		14912		Houston
US-TX		FLEEMAN		0.001		75.221		14913		Austin
US-TX		FITZGIBBONS		0.001		75.221		14914		Dallas
US-TX		FERRANTI		0.001		75.222		14915		Austin
US-TX		FELAN		0.001		75.223		14916		Dallas
US-TX		FARRAND		0.001		75.223		14917		Dallas
US-TX		EOFF		0.001		75.224		14918		Houston
US-TX		ENGER		0.001		75.225		14919		Houston
US-TX		ENGELS		0.001		75.225		14920		Austin
US-TX		DUCKSWORTH		0.001		75.226		14921		Dallas
US-TX		DUBY		0.001		75.227		14922		Houston
US-TX		DRY		0.001		75.227		14923		Austin
US-TX		DRUMHELLER		0.001		75.228		14924		Houston
US-TX		DOUTHITT		0.001		75.229		14925		Austin
US-TX		DORIS		0.001		75.229		14926		Austin
US-TX		DONIS		0.001		75.23		14927		Houston
US-TX		DIXION		0.001		75.231		14928		Austin
US-TX		DITTRICH		0.001		75.231		14929		Houston
US-TX		DIALS		0.001		75.232		14930		Austin
US-TX		DESSERT		0.001		75.233		14931		Houston
US-TX		DESCOTEAUX		0.001		75.233		14932		Austin
US-TX		DEPAUL		0.001		75.234		14933		Houston
US-TX		DENKER		0.001		75.235		14934		Austin
US-TX		DEMUTH		0.001		75.235		14935		Houston
US-TX		DEMELO		0.001		75.236		14936		Austin
US-TX		DELACERDA		0.001		75.237		14937		Houston
US-TX		DEFORGE		0.001		75.237		14938		Austin
US-TX		DANOS		0.001		75.238		14939		Austin
US-TX		DALLEY		0.001		75.239		14940		Dallas
US-TX		DAIGNEAULT		0.001		75.239		14941		Dallas
US-TX		CYBULSKI		0.001		75.24		14942		Dallas
US-TX		CRYSTAL		0.001		75.241		14943		Austin
US-TX		CRISTOBAL		0.001		75.241		14944		Austin
US-TX		COTHREN		0.001		75.242		14945		Austin
US-TX		CORNS		0.001		75.243		14946		Dallas
US-TX		CORKERY		0.001		75.243		14947		Houston
US-TX		COPAS		0.001		75.244		14948		Austin
US-TX		COCO		0.001		75.245		14949		Dallas
US-TX		CLUBB		0.001		75.245		14950		Houston
US-TX		CLORE		0.001		75.246		14951		Houston
US-TX		CHITTY		0.001		75.247		14952		Houston
US-TX		CHICHESTER		0.001		75.247		14953		Austin
US-TX		CHERY		0.001		75.248		14954		Austin
US-TX		CHARON		0.001		75.249		14955		Houston
US-TX		CHAMBER		0.001		75.249		14956		Houston
US-TX		CHACE		0.001		75.25		14957		Dallas
US-TX		CATANZARO		0.001		75.251		14958		Houston
US-TX		CASTONGUAY		0.001		75.251		14959		Dallas
US-TX		CASSELLA		0.001		75.252		14960		Austin
US-TX		CAROLL		0.001		75.253		14961		Houston
US-TX		CARLBERG		0.001		75.253		14962		Dallas
US-TX		CAMMARATA		0.001		75.254		14963		Houston
US-TX		CALLE		0.001		75.255		14964		Houston
US-TX		CAJIGAS		0.001		75.255		14965		Dallas
US-TX		BYAS		0.001		75.256		14966		Dallas
US-TX		BUZBEE		0.001		75.257		14967		Dallas
US-TX		BUSEY		0.001		75.257		14968		Austin
US-TX		BURLING		0.001		75.258		14969		Austin
US-TX		BUFKIN		0.001		75.259		14970		Houston
US-TX		BRZEZINSKI		0.001		75.259		14971		Dallas
US-TX		BRUN		0.001		75.26		14972		Dallas
US-TX		BRICKNER		0.001		75.261		14973		Dallas
US-TX		BRABHAM		0.001		75.261		14974		Dallas
US-TX		BOLLER		0.001		75.262		14975		Austin
US-TX		BODILY		0.001		75.263		14976		Austin
US-TX		BOCKMAN		0.001		75.263		14977		Austin
US-TX		BLEICH		0.001		75.264		14978		Austin
US-TX		BLAKEMAN		0.001		75.265		14979		Austin
US-TX		BISBEE		0.001		75.265		14980		Austin
US-TX		BIER		0.001		75.266		14981		Houston
US-TX		BEZANSON		0.001		75.267		14982		Dallas
US-TX		BEVILACQUA		0.001		75.267		14983		Austin
US-TX		BESAW		0.001		75.268		14984		Austin
US-TX		BERRIAN		0.001		75.269		14985		Austin
US-TX		BERKELEY		0.001		75.269		14986		Dallas
US-TX		BEQUETTE		0.001		75.27		14987		Houston
US-TX		BEAUFORD		0.001		75.271		14988		Houston
US-TX		BAUMGARTEN		0.001		75.271		14989		Austin
US-TX		BAUDOIN		0.001		75.272		14990		Houston
US-TX		BATIE		0.001		75.273		14991		Houston
US-TX		BASALDUA		0.001		75.273		14992		Austin
US-TX		BARDIN		0.001		75.274		14993		Dallas
US-TX		BANGERT		0.001		75.275		14994		Houston
US-TX		BANES		0.001		75.275		14995		Dallas
US-TX		BACKLUND		0.001		75.276		14996		Austin
